UPDATE9_TITLE	{《No Man's Sky Frontiers》更新}
用<IMG>TECHMENU<>在你的任务日志中<STELLAR>标记<>详细的<STELLAR>修复指示<>，其中将包含寻找剩余所需物品的相关位置信息。}
UI_REPAIRED_TECH_SUB	{已修复子部件}
UI_INSTALLED_TECH_DESC	{<TECHNOLOGY>%TECH%<>子部件安装状态：<TRADEABLE>完成<>。插入其他子部件以完成安装。

用<IMG>TECHMENU<>在你的任务日志中<STELLAR>标记<>详细的<STELLAR>安装说明<>，其中将包含寻找剩余所需物品的相关位置信息。}
UI_INSTALLED_TECH_SUB	{已安装子部件}
UI_DISTANCE_RESTART_LABEL	{使用附近构造重启任务}
UI_POWERGEN_PLANS_LABEL	{发电设计图}
UI_LIGHTS_PLANS_LABEL	{照明设计图}
ABANDON_MILESTONE_MISSION	{隐藏日志中的指引}
UI_PROC_PRODS_TITLE_0	{两手空空}
UI_PROC_PRODS_TITLE_1	{狩猎之旅}
UI_PROC_PRODS_TITLE_2	{挖掘者}
UI_PROC_PRODS_TITLE_3	{探寻者}
UI_PROC_PRODS_TITLE_4	{收藏家}
UI_PROC_PRODS_TITLE_5	{鉴赏家}
UI_PROC_PRODS_TITLE_6	{囤积狂}
UI_PROC_PRODS_TITLE_7	{寻宝猎人}
UI_PROC_PRODS_TITLE_8	{远古复兴}
UI_PROC_PRODS_TITLE_9	{历史的馈赠}
UI_PROC_PRODS_TITLE_10	{璀璨光辉}
UI_MEDAL_PROC_PRODS	{稀有珍宝}
UI_JOURNEY_NEXT_TREASURE	{已找到宝藏}
UI_FIENDS_KILLED_TITLE_0	{天真无邪}
UI_FIENDS_KILLED_TITLE_1	{伤痕累累}
UI_FIENDS_KILLED_TITLE_2	{玷污}
UI_FIENDS_KILLED_TITLE_3	{玷污}
UI_FIENDS_KILLED_TITLE_4	{闹鬼}
UI_FIENDS_KILLED_TITLE_5	{吞噬}
UI_FIENDS_KILLED_TITLE_6	{恶魔}
UI_FIENDS_KILLED_TITLE_7	{毁灭者}
UI_FIENDS_KILLED_TITLE_8	{歼灭者}
UI_FIENDS_KILLED_TITLE_9	{灭虫者}
UI_FIENDS_KILLED_TITLE_10	{死神本尊}
UI_MEDAL_FIENDS	{恐怖生物消灭}
UI_JOURNEY_NEXT_FIEND	{偏差纠正}
UI_DISC_FLORA_TITLE_0	{植物盲}
UI_DISC_FLORA_TITLE_1	{业余扫描员}
UI_DISC_FLORA_TITLE_2	{爱好者}
UI_DISC_FLORA_TITLE_3	{园艺达人}
UI_DISC_FLORA_TITLE_4	{植物猎人}
UI_DISC_FLORA_TITLE_5	{生态学家}
UI_DISC_FLORA_TITLE_6	{植被收藏家}
UI_DISC_FLORA_TITLE_7	{植物档案馆}
UI_DISC_FLORA_TITLE_8	{种子库}
UI_DISC_FLORA_TITLE_9	{外星植物学家}
UI_DISC_FLORA_TITLE_10	{绿野之潮}
UI_MEDAL_PLANTS	{植物登记}
UI_JOURNEY_NEXT_PLANT_SCAN	{已发现植物群系}
UI_NANITES_EVER_TITLE_0	{纯正}
UI_NANITES_EVER_TITLE_1	{闪烁}
UI_NANITES_EVER_TITLE_2	{松散集群}
UI_NANITES_EVER_TITLE_3	{黯淡光芒}
UI_NANITES_EVER_TITLE_4	{流沙}
UI_NANITES_EVER_TITLE_5	{收割光芒}
UI_NANITES_EVER_TITLE_6	{星团集群}
UI_NANITES_EVER_TITLE_7	{不可思议的碎片}
UI_NANITES_EVER_TITLE_8	{玻璃的诱惑}
UI_NANITES_EVER_TITLE_9	{泡沫之浴}
UI_NANITES_EVER_TITLE_10	{现实粒子}
UI_MEDAL_NANITES	{纳米星团}
UI_JOURNEY_NEXT_NANITE	{已获取纳米星团}
UI_SMUGGLE_VALUE_TITLE_0	{正义之士}
UI_SMUGGLE_VALUE_TITLE_1	{账面问题}
UI_SMUGGLE_VALUE_TITLE_2	{在逃犯}
UI_SMUGGLE_VALUE_TITLE_3	{销赃贩}
UI_SMUGGLE_VALUE_TITLE_4	{地下交易}
UI_SMUGGLE_VALUE_TITLE_5	{走私犯}
UI_SMUGGLE_VALUE_TITLE_6	{违法分子}
UI_SMUGGLE_VALUE_TITLE_7	{地下代理人}
UI_SMUGGLE_VALUE_TITLE_8	{走私大师}
UI_SMUGGLE_VALUE_TITLE_9	{神出鬼没}
UI_SMUGGLE_VALUE_TITLE_10	{封锁突破者}
UI_MEDAL_SMUGGLE	{走私偷运}
UI_JOURNEY_NEXT_SMUGGLE	{已走私货物价值}
UI_WALKERS_KILLED_TITLE_0	{未测试}
UI_WALKERS_KILLED_TITLE_1	{斩首}
UI_WALKERS_KILLED_TITLE_2	{政变}
UI_WALKERS_KILLED_TITLE_3	{凯旋}
UI_WALKERS_KILLED_TITLE_4	{胜利}
UI_WALKERS_KILLED_TITLE_5	{灭绝者}
UI_WALKERS_KILLED_TITLE_6	{身经百战}
UI_WALKERS_KILLED_TITLE_7	{不可阻挡}
UI_WALKERS_KILLED_TITLE_8	{猎人杀手}
UI_WALKERS_KILLED_TITLE_9	{登峰造极}
UI_WALKERS_KILLED_TITLE_10	{玻璃之柱}
UI_MEDAL_WALKERS	{步行机摧毁}
UI_JOURNEY_NEXT_WALKER	{步行机击杀}
UI_DIST_WARP_SPEC_0	{未标记}
UI_DIST_WARP_SPEC_1	{开拓者}
UI_DIST_WARP_SPEC_2	{侦查员}
UI_DIST_WARP_SPEC_3	{启动曲速飞行}
UI_DIST_WARP_SPEC_4	{测量者}
UI_DIST_WARP_SPEC_5	{流浪者}
UI_DIST_WARP_SPEC_6	{航行者}
UI_DIST_WARP_SPEC_7	{先驱}
UI_DIST_WARP_SPEC_8	{探险家}
UI_DIST_WARP_SPEC_9	{监督者}
UI_DIST_WARP_SPEC_10	{发现者}
UI_WORDS_SPEC_0	{无法理解}
UI_WORDS_SPEC_1	{初学者}
UI_WORDS_SPEC_2	{学生}
UI_WORDS_SPEC_3	{得到理解}
UI_WORDS_SPEC_4	{密友}
UI_WORDS_SPEC_5	{健谈者}
UI_WORDS_SPEC_6	{流利}
UI_WORDS_SPEC_7	{口译译员}
UI_WORDS_SPEC_8	{学者}
UI_WORDS_SPEC_9	{语言学家}
UI_WORDS_SPEC_10	{宇宙翻译机}
UI_MISSIONS_SPEC_0	{外来者}
UI_MISSIONS_SPEC_1	{开始}
UI_MISSIONS_SPEC_2	{已识别}
UI_MISSIONS_SPEC_3	{熟手}
UI_MISSIONS_SPEC_4	{合作}
UI_MISSIONS_SPEC_5	{资深}
UI_MISSIONS_SPEC_6	{精通}
UI_MISSIONS_SPEC_7	{顾问}
UI_MISSIONS_SPEC_8	{老手}
UI_MISSIONS_SPEC_9	{尊贵}
UI_MISSIONS_SPEC_10	{大使}
UI_PLANTS_SPEC_0	{温和}
UI_PLANTS_SPEC_1	{采集者}
UI_PLANTS_SPEC_2	{农夫}
UI_PLANTS_SPEC_3	{收割器}
UI_PLANTS_SPEC_4	{外星农户}
UI_PLANTS_SPEC_5	{农学家}
UI_PLANTS_SPEC_6	{植物学家}
UI_PLANTS_SPEC_7	{大地战士}
UI_PLANTS_SPEC_8	{外星农艺学}
UI_PLANTS_SPEC_9	{植物大师}
UI_PLANTS_SPEC_10	{泥土之子}
UI_SCANNER_SPEC_0	{未受教育}
UI_SCANNER_SPEC_1	{博物学者}
UI_SCANNER_SPEC_2	{收藏家}
UI_SCANNER_SPEC_3	{扫描仪}
UI_SCANNER_SPEC_4	{分析者}
UI_SCANNER_SPEC_5	{研究者}
UI_SCANNER_SPEC_6	{编译器}
UI_SCANNER_SPEC_7	{档案保管员}
UI_SCANNER_SPEC_8	{分级机}
UI_SCANNER_SPEC_9	{动物学家}
UI_SCANNER_SPEC_10	{百科}
UI_MAX_RANK	{已获得最高勋章}
UI_MEDAL_PIN_TITLE_FORMAT	{%NAME% (%PROGRESS%)}
UI_MEDAL_DESC_JOURNEY	{<STELLAR>旅行里程碑<>记载着你在宇宙中的旅行经历。

在里程碑页面选择一个勋章并查看相关里程碑信息。
<COMMODITY>标记<>一个勋章以在任务日志中添加详细指引。}
UI_MEDAL_DESC_ALIENS_MET	{宇宙中随处可见智慧外星生命体，他们主要会出现在<STELLAR>行星建筑<>或者是星系<STELLAR>空间站<>中。

与外星生命体交谈就能够有机会<COMMODITY>交易<>、<TECHNOLOGY>学习词汇<>、<SPECIAL>交换星图<>或者是<TRADEABLE>交换礼物以获取声望<>。其他生命体还有可能会提议<COMMODITY>出售他们的飞船<>。}
UI_MEDAL_DESC_WORDS	{许多<STELLAR>外星生命体<>会传授它们母语中的词汇。如人口稠密的空间站或行星前哨基站这样的大型建筑都是绝佳的学习地点。

使用探索时找到的<SPECIAL>知识之石<>来学习额外的单词。

详见指南中“外星生命体”部分的<STELLAR>学习词汇<>。}
UI_MEDAL_DESC_DIST_WARP	{若要前往新的星系，首先请打开你的<VAL_ON>星系图<>（<IMG>QUICK_MENU<>）。选择一个星系然后用<IMG>GALAXYWARP<>激活超光速推进器。

通过<VAL_ON>自由查看<>直接选择星系，或者跟随<VAL_ON>预设路径<>的方向<VAL_ON>推进<>。调整后的路径将显示不同的银河系目的地。}
UI_MEDAL_DESC_DISC_CREATURES	{使用<TECHNOLOGY>分析面甲<>（<IMG>AIM<>）定位星球上的动物群系，长按<IMG>BINOCSCAN<>进行扫描。未被发现的生物将以<FUEL>红点<>显示。
查看星球的<TECHNOLOGY>发现<>页面，了解寻找特定生物的时间和地点的相关提示。

发现行星上的所有生物后，前往发现物页面并选择<STELLAR>“登记完成”<>以获取<COMMODITY>额外奖励<>。}
UI_MEDAL_DESC_DIST	{在徒步探索时使用<TECHNOLOGY>分析面甲<>（<IMG>AIM<>）、<TECHNOLOGY>扫描仪<>（<IMG>SCAN<>）以及位于HUD顶部的<TECHNOLOGY>罗盘<>寻找兴趣点。

在洞窟与建筑中寻求庇护以允许<TECHNOLOGY>危险防护<>自动充能。

使用套装喷气背包（<IMG>JUMP<>）以及冲刺（<IMG>RUN<>）加快移动速度。在空间站上，从<TECHNOLOGY>技术商人<>处购买套装移动升级组件。}
UI_MEDAL_DESC_LONGEST_LIFE	{极端世界<FUEL>高度危险<>，这些星球上的可怕风暴会<STELLAR>激活<>其中的星球金属。你可以使用飞船的<TECHNOLOGY>扫描仪<>（<IMG>SCAN<>）从太空中发现这些物质。

从空间站<TECHNOLOGY>技术商人<>处购买危险防护升级组件。从<SPECIAL>太空异象<>中的<STELLAR>塞勒涅<>处购买危险防护技术。}
UI_MEDAL_DESC_SENTINELS	{大多数世界都有<SPECIAL>护卫无人机<>巡逻。
与护卫交战会触发<FUEL>抑制措施<>。
使用<TECHNOLOGY>分析面甲<>定位护卫。

详见指南中的<STELLAR>战斗<>部分。}
UI_MEDAL_DESC_MONEY	{你可以在银河交易网络上出售物品获取<COMMODITY>货币<>（<IMG>UNITS<>）。

在你的飞船里安装一台<TECHNOLOGY>经济扫描仪<>来查看星系图上的经济数据，然后规划<COMMODITY>贸易路线<>以实现利润最大化。找出<VAL_ON>互补的经济体类型<>，规划出完美的贸易路线。

详见指南中的<STELLAR>赚钱<>部分。}
UI_MEDAL_DESC_ENEMIES	{寻找并在太空战斗中摧毁海盗（或和平商人）。通过寻找悬赏目标或者是从<TECHNOLOGY>空间站任务板<>承接任务以定位海盗。

用<IMG>SHIPFIRE<>发射<VAL_ON>飞船武器<>，用<IMG>SHIPCYCLEWEAPON<>切换武器模式。利用<FUEL>加速<>（<IMG>BOOST<>）以及<VAL_ON>制动<>（<IMG>BRAKE<>）控制速度，确保你位于目标后方。 }
UI_MEDAL_DESC_MISSIONS_TRA	{在吉克人控制的星系中拜访空间站<COMMODITY>任务分派员<>以完成<TRANS_TRA>吉克人<>任务。

请记得仔细检查任务列表，以免在任务板承接来自其他<STELLAR>委托派系<>的任务。

提升你在吉克人中间的<SPECIAL>声望<>将使你能够在吉克星系中承接到更多类型的任务。}
UI_MEDAL_DESC_WORDS_TRA	{许多<TRANS_TRA>吉克人<>会传授它们母语中的词汇。如人口稠密的空间站或行星前哨基站这样的大型建筑都是绝佳的学习地点。

使用探索时找到的<SPECIAL>知识之石<>来学习额外的单词。

详见指南中“外星生命体”部分的<STELLAR>学习词汇<>。}
UI_MEDAL_DESC_SYSTEMS_TRA	{若要前往新的星系，首先请打开你的<VAL_ON>星系图<>（<IMG>QUICK_MENU<>）。选择一个星系然后用<IMG>GALAXYWARP<>激活超光速推进器。

通过<VAL_ON>自由查看<>直接选择星系，或者跟随<VAL_ON>预设路径<>的方向<VAL_ON>推进<>。调整后的路径将显示不同的银河系目的地。

<TRANS_TRA>吉克人<>控制的星系将以喙部标志显示。}
UI_MEDAL_DESC_SMUGGLE	{在部分星系中，当地原本掌权的派系已经被叛乱的亡命之徒部队<VAL_ON>推翻<>。此类星系将在<VAL_ON>星系图<>（<IMG>QUICK_MENU<>）中以骷髅标志显示。

从亡命基地低价购买的<SPECIAL>黑市货物<>能够在常规星系中卖出<TRADEABLE>巨大的差额<>。尽快卸下违禁品以避免接受<STELLAR>货物扫描<>或与护卫部队产生冲突。}
UI_MEDAL_DESC_MISSIONS_WAR	{在维吉恩人控制的星系中拜访空间站<COMMODITY>任务分派员<>以完成<TRANS_WAR>维吉恩人<>任务。

请记得仔细检查任务列表，以免在任务板承接来自其他<STELLAR>委托派系<>的任务。

提升你在维吉恩人中间的<SPECIAL>声望<>将使你能够在维吉恩星系中承接到更多类型的任务。}
UI_MEDAL_DESC_WORDS_WAR	{许多<TRANS_WAR>维吉恩人<>会传授它们母语中的词汇。如人口稠密的空间站或行星前哨基站这样的大型建筑都是绝佳的学习地点。

使用探索时找到的<SPECIAL>知识之石<>来学习额外的单词。

详见指南中“外星生命体”部分的<STELLAR>学习词汇<>。}
UI_MEDAL_DESC_SYSTEMS_WAR	{若要前往新的星系，首先请打开你的<VAL_ON>星系图<>（<IMG>QUICK_MENU<>）。选择一个星系然后用<IMG>GALAXYWARP<>激活超光速推进器。
通过<VAL_ON>自由查看<>直接选择星系，或者跟随<VAL_ON>预设路径<>的方向<VAL_ON>推进<>。调整后的路径将显示不同的银河系目的地。

<TRANS_WAR>维吉恩人<>控制的星系将以眼睛标志显示。}
UI_MEDAL_DESC_WALKERS	{大多数世界都有护卫无人机巡逻。
与护卫交战会触发<FUEL>抑制措施<>。
使用<TECHNOLOGY>分析面甲<>定位护卫。
提高你的<FUEL>通缉等级<>以召唤精英<SPECIAL>护卫步行机<>。

详见指南中的<STELLAR>战斗<>部分。}
UI_MEDAL_DESC_MISSIONS_EXP	{在科尔瓦克斯人控制的星系中拜访空间站<COMMODITY>任务分派员<>以完成<TRANS_EXP>科尔瓦克斯人<>任务。

请记得仔细检查任务列表，以免在任务板承接来自其他<STELLAR>委托派系<>的任务。

提升你在科尔瓦克斯人中间的<SPECIAL>声望<>将使你能够在科尔瓦克斯星系中承接到更多类型的任务。}
UI_MEDAL_DESC_WORDS_EXP	{许多<TRANS_EXP>科尔瓦克斯人<>会传授它们母语中的词汇。如人口稠密的空间站或行星前哨基站这样的大型建筑都是绝佳的学习地点。

使用探索时找到的<SPECIAL>知识之石<>来学习额外的单词。

详见指南中“外星生命体”部分的<STELLAR>学习词汇<>。}
UI_MEDAL_DESC_SYSTEMS_EXP	{若要前往新的星系，首先请打开你的<VAL_ON>星系图<>（<IMG>QUICK_MENU<>）。选择一个星系然后用<IMG>GALAXYWARP<>激活超光速推进器。

通过<VAL_ON>自由查看<>直接选择星系，或者跟随<VAL_ON>预设路径<>的方向<VAL_ON>推进<>。调整后的路径将显示不同的银河系目的地。

<TRANS_EXP>科尔瓦克斯人<>控制的星系将以面甲标志显示。}
UI_MEDAL_DESC_NANITES	{纳米星团常常可以通过探索行星建筑物，或出售/精炼你获得的物品来得到以及<VAL_ON>上传<>发现来得到。

<SPECIAL>太空异象<>中的<STELLAR>阿瑞斯<>与<STELLAR>赫利俄斯<>会每天搜寻新的物品与数据，并用<VAL_ON>纳米星团来作为报酬<>。

详见指南“升级和制作”中的<STELLAR>获取纳米星团<>部分。}
UI_MEDAL_DESC_MISSIONS_TGUILD	{拜访空间站<COMMODITY>任务分派员<>以完成<STELLAR>商人公会<>任务。

请记得仔细检查任务列表，以免在任务板承接来自其他<STELLAR>委托派系<>的任务。

提升你在所在星系的<STELLAR>主导生命体<>中的声望将使你能够承接到更多类型的任务。}
UI_MEDAL_DESC_MONEY_TGUILD	{商人公会青睐家财万贯的富裕成员。

在银河交易网络出售物品换取<COMMODITY>货币<>（<IMG>UNITS<>）。类似<STELLAR>远古骸骨<>的稀有物品，以及类似<COMMODITY>星绸<>的交易货物能够为老练的商人带来极高的利润。

详见指南中的<STELLAR>赚钱<>部分。}
UI_MEDAL_DESC_FARMING	{在你的行星或货船<STELLAR>基地<>中种植植物。

通常植物都只能在<TECHNOLOGY>水培盘<>或者是货船<TECHNOLOGY>培养舱<>中生长，但是如果存在与它们的<VAL_ON>自然环境相同的气候条件<>，也能够直接在<TRADEABLE>外部<>种植。

在<TRADEABLE>太空异象<>的建造单元寻找<SPECIAL>农业<>制作图。你可以在货船舰桥上的升级终端获取货船房间设计图。}
UI_MEDAL_DESC_PROC_PRODS	{在被埋藏的废墟寻找<SPECIAL>远古遗物<>。
空间站的<TECHNOLOGY>制图师<>会出售记录<STELLAR>挖掘点<>的星图。使用
地形操纵器<TECHNOLOGY>挖掘废墟<>。
解锁遗物箱可能需要多把钥匙。}
UI_MEDAL_DESC_MISSIONS_WGUILD	{拜访空间站<COMMODITY>任务分派员<>以完成<STELLAR>雇佣兵公会<>任务。

请记得仔细检查任务列表，以免在任务板承接来自其他<STELLAR>委托派系<>的任务。

提升你在所在星系的<STELLAR>主导生命体<>中的声望将使你能够承接到更多类型的任务。}
UI_MEDAL_DESC_SENTINELS_WGUILD	{雇佣兵公会中身经百战的成员都会受尽敬仰。

绝大多数星球上都存在<SPECIAL>护卫无人机<>巡逻队。
与护卫交战将触发<FUEL>抑制措施<>。
使用<TECHNOLOGY>分析面甲<>定位护卫。

详见指南中的<STELLAR>战斗<>部分。}
UI_MEDAL_DESC_PIRATES	{在<FUEL>冲突激烈<>或者是<FUEL>亡命之徒恒星系<>中寻找海盗。除了这种方式，空间站的<STELLAR>任务分派员<>也会经常提供特别的悬赏令。
携带<STELLAR>高价值货物<>的飞船最容易受到海盗们的觊觎。

用<IMG>SHIPFIRE<>发射<VAL_ON>飞船武器<>，用<IMG>SHIPCYCLEWEAPON<>切换武器模式。利用<FUEL>加速<>（<IMG>BOOST<>）与<VAL_ON>制动<>（<IMG>BRAKE<>）控制你的速度，确保你停留在目标背后。
在空间站上的<TECHNOLOGY>技术商人<>处购买飞船升级。}
UI_MEDAL_DESC_FIENDS	{<FUEL>低语的卵<>通常出现在缺乏空气的行星上或废弃建筑周围。惊动这些卵会召来<SPECIAL>庞大母兽<>。
使用<FUEL>分析面甲<>定位<TECHNOLOGY>低语的卵<>。

详见指南中的<STELLAR>战斗<>部分。}
UI_MEDAL_DESC_MISSIONS_EGUILD	{拜访空间站<COMMODITY>任务分派员<>以完成<STELLAR>探险家公会<>任务。

请记得仔细检查任务列表，以免在任务板承接来自其他<STELLAR>委托派系<>的任务。

提升你在所在星系的<STELLAR>主导生命体<>中的声望将使你能够承接到更多类型的任务。}
UI_MEDAL_DESC_SCANNING	{参考<TECHNOLOGY>发现物<>页面，了解行星上具体动物群系的<SPECIAL>稀有度<>，以及寻找它们的时间和地点的相关提示。

使用<TECHNOLOGY>分析面甲<>（<IMG>AIM<>）定位行星动物群系。未被发现的生物将以<FUEL>红点<>显示。使用面甲瞄准生物，然后长按<IMG>BINOCSCAN<>扫描。}
UI_MEDAL_DESC_DIST_WARP_EGUILD	{数据是探险家公会的硬通货，拥有在星辰之间长途跋涉的经历将会赢得公会成员们的一致好感。

若要前往新的星系，首先请打开你的<VAL_ON>星系图<>（<IMG>QUICK_MENU<>）。选择一个星系然后用<IMG>GALAXYWARP<>激活超光速推进器。
通过<VAL_ON>自由查看<>直接选择星系，或者跟随<VAL_ON>预设路径<>的方向<VAL_ON>推进<>。调整后的路径将显示不同的银河系目的地。}
UI_MEDAL_DESC_PLANTS	{使用<TECHNOLOGY>分析面甲<>（<IMG>AIM<>）扫描<TRADEABLE>行星植被<>。
扫描植物可获取<STELLAR>货币<>。为你的发现命名并将其上传，获得<STELLAR>纳米星团<>。
可在日志中的<STELLAR>探险指南<>中查看行星的整体发现进度。}
UI_OPTIONS_DIFFICULTY_L	{难度设置}
UI_OPTIONS_DIFFICULTY	{难度设置}
UI_OPTIONS_DIFFICULTY_BAN	{目前无法调整难度}
UI_OPTIONS_DIFFICULTY_ON	{开}
UI_OPTIONS_DIFFICULTY_OFF	{关}
CREATIVE_DIFFICULTY_PRESET	{自由}
RELAXED_DIFFICULTY_PRESET	{闲适}
SURVIVAL_DIFFICULTY_PRESET	{生存}
PERMADEATH_DIFFICULTY_PRESET	{永久死亡}
NORMAL_DIFFICULTY_PRESET	{普通}
CUSTOM_DIFFICULTY_PRESET	{自定义}
RUNNING_DRAINS_STAMINA	{冲刺}
SPRINT_FREE	{无限的}
SPRINT_EASY	{闲适}
SPRINT_HARD	{标准}
RUNNING_DRAINS_STAMINA_DESC	{<STELLAR>标准<>模式冲刺会额外消耗套装的<FUEL>维生<>系统。

<STELLAR>闲适<>冲刺模式不会消耗维生系统，但仍需要偶尔的短暂制动重新充能。

<STELLAR>无限<>冲刺模式将移除所有限制条件，并允许玩家无限制冲刺。}
INVENTORIES_RANGE	{库存传输范围}
INVENTORIES_RANGE_DESC	{收集的物品可以在附近的库存之间快速转移，例如，将套装的资源传送到飞船。

此功能仅限库存在<STELLAR>近距离范围内<>才可以传输。}
INVENTORIES_RANGE_ON	{附近}
INVENTORIES_RANGE_OFF	{无限的}
ALL_SLOTS_UNLOCKED	{起始槽位}
ALL_SLOTS_UNLOCKED_DESC	{库存、同伴槽位和战团可以在游戏中升级扩容。购买<STELLAR>额外<>的库存槽位可以扩展容量，而额外的同伴槽位则允许探险家拥有更多的动物同伴。

此设置可以改变开始新游戏时这些槽位的解锁数量。}
ALL_SLOTS_UNLOCKED_FREE	{最大}
ALL_SLOTS_UNLOCKED_EASY	{慷慨}
ALL_SLOTS_UNLOCKED_HARD	{标准}
WARP_DRIVE_REQUIREMENTS	{超光速推进系统访问权限}
WARP_DRIVE_REQUIREMENTS_DESC	{<TECHNOLOGY>超光速推进<>可允许探险家在星系间<STELLAR>曲速飞行<>。黄色恒星系可以自由到达，但其他星系级别需要专业驱动器才能到达。

此设置切换超光速推进系统是否可以在不需要专业曲速飞行技术的情况下曲速飞行至红色、绿色和蓝色恒星系。}
WARP_DRIVE_REQUIREMENTS_ON	{需要}
WARP_DRIVE_REQUIREMENTS_OFF	{无限制}
CRAFTING_IS_FREE	{制作}
CRAFTING_IS_FREE_DESC	{建筑配件、物品和技术通常是通过从收集的资源中进行加工来组装的。

此设置用于切换是否可以自由完成制作，而无需收集这些资源。}
CRAFTING_IS_FREE_ON	{闲适}
CRAFTING_IS_FREE_OFF	{标准}
TUTORIAL_ENABLED	{教学任务}
TUTORIAL_ENABLED_DESC	{故事序言介绍了基本的机械、控制和游戏功能。<STELLAR>强烈建议<>新玩家开启教程。

此设置只能在开始新游戏时更改。}
START_WITH_ALL_KNOWN	{配方与设计图}
START_WITH_ALL_KNOWN_DESC	{建造建筑物，制作物品和技术需要相关的<TECHNOLOGY>配方<>和<TECHNOLOGY>设计图<>。这些配方通常是通过任务和探索过程获得的。

此设置切换在新游戏开始时是否自动习得<STELLAR>所有<>配方和设计图。}
START_WITH_ALL_KNOWN_ON	{全部解锁}
START_WITH_ALL_KNOWN_OFF	{需要学习}
BASE_AUTO_POWER	{基地能量}
BASE_AUTO_POWER_DESC	{诸如种植作物的水培盘等的先进的基地技术，需要连接到<TECHNOLOGY>电源模块<>才能运行。

此设置切换建造发电机和电网的需求。}
BASE_AUTO_POWER_ON	{闲适}
BASE_AUTO_POWER_OFF	{标准}
DEATH_CONSEQUENCES	{死亡影响}
DEATH_CONSEQUENCES_DESC	{当死亡画面显示<STELLAR>无物品损失<>时，玩家可以在不遭受任何损失的情况下继续游戏。

当显示<STELLAR>标准<>时库存中的物品将会掉落在死亡地点的坟墓中。如果在再次死亡或者退出游戏之前回到死亡地点的话则可以取回掉落的物品。

当显示<STELLAR>物品已摧毁<>时将永久损失携带的库存物品。

当显示<STELLAR>存档删除<>时将是<FUEL>永久死亡<>模式，此模式下死亡意味着当前旅程已经结束。此选项只能在开始新游戏时选择，且此后不能更改。}
DEATH_NO_LOSS	{未损失物品}
DEATH_ITEM_GRAVE	{标准}
DEATH_ITEM_DESTROYED	{物品已摧毁}
DEATH_SAVE_DESTROYED	{<FUEL>已删除存档<>}
DAMAGE_RECEIVED	{伤害等级}
DAMAGE_RECEIVED_DESC	{危险环境、战斗状态或与地面的高速碰撞都可能损坏套装或飞船。

此设置可以调整此类事件中<FUEL>受到的伤害<>。}
DAMAGE_IN_NONE	{无}
DAMAGE_IN_EASY	{最低}
DAMAGE_IN_NORMAL	{标准}
DAMAGE_IN_HARD	{困难}
DAMAGE_GIVEN	{敌人强度}
DAMAGE_GIVEN_DESC	{在探索行星或深空时，你可能偶尔会遇到敌对生物、<SPECIAL>护卫<>或武装<FUEL>海盗<>。

此设置可以调整此种遭遇战的难度。}
DAMAGE_OUT_EASY	{弱}
DAMAGE_OUT_NORMAL	{标准}
DAMAGE_OUT_HARD	{困难}
ACTIVE_SURVIVAL_BARS	{生存元素}
ACTIVE_SURVIVAL_BARS_DESC	{套装需要在几个方面进行维护：<TECHNOLOGY>生命值和护盾<>，保护免受环境<CATALYST>危害<>，以及多用途<FUEL>维生系统<>。

生命值和护盾将逐渐自行恢复。危险防护和维生系统则需要定期补充资源。

此设置可以通过移除一个或多个系统充能需求来简化生存系统。}
ACTIVE_BARS_NONE	{无}
ACTIVE_BARS_EASY	{仅生命值}
ACTIVE_BARS_NORMAL	{危险防护与生命值}
ACTIVE_BARS_HARD	{已满}
HAZARD_DRAIN	{生存难度}
HAZARD_DRAIN_DESC	{套装的<CATALYST>危险防护<>系统保护探险家免受诸如<TECHNOLOGY>极寒<>和<TRADEABLE>毒性<>等环境因素的影响。<FUEL>生命维持<>装置提供可呼吸的空气和生命活动系统。
